ID,Response
53680,1
53681,0
53682,0
53683,1
53684,1
53685,0
53686,1
53687,1
53688,0
53689,0
53690,1
53691,1
53692,1
53693,1
53694,1
53695,1
53696,1
53697,1
53698,1
53699,1
53700,1
53701,1
53702,0
53703,1
53704,1
53705,1
53706,1
53707,1
53708,1
53709,1
53710,1
53711,1
53712,1
53713,1
53714,1
53715,1
53716,1
53717,1
53718,1
53719,1
53720,1
53721,1
53722,0
53723,1
53724,1
53725,1
53726,1
53727,0
53728,1
53729,1
53730,1
53731,1
53732,1
53733,1
53734,1
53735,1
53736,1
53737,1
53738,1
53739,1
53740,1
53741,1
53742,1
53743,1
53744,1
53745,1
53746,1
53747,1
53748,1
53749,1
53750,1
53751,1
53752,1
53753,1
53754,1
53755,1
53756,1
53757,1
53758,1
53759,1
53760,1
53761,1
53762,1
53763,1
53764,1
53765,1
53766,1
53767,1
53768,1
53769,1
53770,1
53771,1
53772,1
53773,1
53774,1
53775,1
53776,1
53777,1
53778,1
53779,1
53780,1
53781,1
53782,1
53783,1
53784,1
53785,1
53786,1
53787,1
53788,0
53789,1
53790,1
53791,1
53792,1
53793,1
53794,1
53795,1
53796,0
53797,1
53798,1
53799,1
53800,1
53801,1
53802,1
53803,1
53804,0
53805,1
53806,1
53807,0
53808,1
53809,0
53810,0
53811,1
53812,1
53813,0
53814,1
53815,1
53816,1
53817,1
53818,1
53819,1
53820,1
53821,1
53822,1
53823,1
53824,1
53825,1
53826,1
53827,1
53828,1
53829,1
53830,0
53831,1
53832,1
53833,1
53834,1
53835,1
53836,1
53837,0
53838,1
53839,0
53840,1
53841,0
53842,1
53843,0
53844,1
53845,1
53846,1
53847,1
53848,1
53849,1
53850,1
53851,1
53852,1
53853,1
53854,1
53855,1
53856,1
53857,1
53858,1
53859,1
53860,0
53861,1
53862,1
53863,1
53864,1
53865,1
53866,0
53867,1
53868,1
53869,1
53870,1
53871,1
53872,1
53873,1
53874,1
53875,1
53876,1
53877,1
53878,1
53879,1
53880,1
53881,1
53882,1
53883,0
53884,1
53885,1
53886,1
53887,1
53888,1
53889,0
53890,1
53891,1
53892,0
53893,1
53894,1
53895,1
53896,1
53897,1
53898,0
53899,1
53900,0
53901,1
53902,1
53903,1
53904,1
53905,1
53906,1
53907,1
53908,1
53909,0
53910,1
53911,1
53912,0
53913,1
53914,1
53915,1
53916,0
53917,1
53918,1
53919,1
53920,1
53921,1
53922,1
53923,1
53924,1
53925,0
53926,0
53927,1
53928,1
53929,1
53930,0
53931,1
53932,1
53933,1
53934,1
53935,1
53936,0
53937,1
53938,1
53939,1
53940,1
53941,1
53942,1
53943,0
53944,1
53945,0
53946,1
53947,0
53948,1
53949,1
53950,1
53951,1
53952,1
53953,1
53954,1
53955,1
53956,1
53957,0
53958,1
53959,1
53960,0
53961,1
53962,1
53963,1
53964,1
53965,1
53966,1
53967,1
53968,0
53969,1
53970,1
53971,1
53972,1
53973,0
53974,0
53975,1
53976,0
53977,1
53978,1
53979,1
53980,1
53981,1
53982,1
53983,0
53984,1
53985,1
53986,1
53987,1
53988,1
53989,0
53990,1
53991,1
53992,0
53993,1
53994,1
53995,1
53996,1
53997,1
53998,1
53999,0
54000,1
54001,0
54002,1
54003,1
54004,0
54005,1
54006,1
54007,1
54008,0
54009,1
54010,1
54011,1
54012,1
54013,1
54014,0
54015,0
54016,1
54017,1
54018,1
54019,1
54020,1
54021,0
54022,1
54023,1
54024,1
54025,1
54026,1
54027,1
54028,1
54029,1
54030,1
54031,1
54032,1
54033,1
54034,1
54035,1
54036,1
54037,1
54038,1
54039,0
54040,1
54041,0
54042,0
54043,1
54044,1
54045,0
54046,1
54047,1
54048,1
54049,1
54050,1
54051,1
54052,1
54053,0
54054,1
54055,1
54056,1
54057,0
54058,1
54059,1
54060,1
54061,1
54062,1
54063,1
54064,1
54065,1
54066,1
54067,1
54068,1
54069,1
54070,1
54071,0
54072,1
54073,1
54074,1
54075,0
54076,1
54077,1
54078,1
54079,1
54080,1
54081,0
54082,1
54083,1
54084,1
54085,1
54086,0
54087,1
54088,1
54089,1
54090,1
54091,1
54092,1
54093,0
54094,1
54095,1
54096,1
54097,1
54098,1
54099,1
54100,1
54101,0
54102,0
54103,1
54104,1
54105,1
54106,1
54107,1
54108,1
54109,1
54110,0
54111,1
54112,1
54113,0
54114,1
54115,1
54116,1
54117,1
54118,1
54119,1
54120,1
54121,0
54122,1
54123,1
54124,1
54125,1
54126,0
54127,1
54128,1
54129,0
54130,0
54131,0
54132,1
54133,1
54134,1
54135,1
54136,1
54137,1
54138,1
54139,1
54140,1
54141,1
54142,1
54143,1
54144,0
54145,1
54146,1
54147,1
54148,1
54149,1
54150,1
54151,1
54152,1
54153,0
54154,1
54155,0
54156,1
54157,1
54158,1
54159,1
54160,1
54161,1
54162,1
54163,1
54164,1
54165,0
54166,1
54167,1
54168,1
54169,1
54170,1
54171,1
54172,1
54173,1
54174,1
54175,1
54176,1
54177,1
54178,1
54179,1
54180,1
54181,1
54182,1
54183,1
54184,0
54185,1
54186,1
54187,1
54188,1
54189,1
54190,1
54191,1
54192,1
54193,1
54194,1
54195,1
54196,0
54197,1
54198,1
54199,1
54200,1
54201,1
54202,1
54203,1
54204,1
54205,1
54206,1
54207,1
54208,1
54209,1
54210,1
54211,1
54212,1
54213,1
54214,1
54215,1
54216,1
54217,1
54218,0
54219,1
54220,0
54221,1
54222,1
54223,1
54224,1
54225,1
54226,1
54227,1
54228,1
54229,1
54230,1
54231,1
54232,1
54233,1
54234,1
54235,1
54236,1
54237,1
54238,1
54239,1
54240,1
54241,1
54242,0
54243,1
54244,1
54245,0
54246,1
54247,1
54248,1
54249,1
54250,1
54251,1
54252,1
54253,1
54254,1
54255,1
54256,1
54257,1
54258,1
54259,1
54260,0
54261,1
54262,1
54263,1
54264,1
54265,1
54266,0
54267,1
54268,1
54269,1
54270,1
54271,0
54272,1
54273,1
54274,1
54275,1
54276,1
54277,1
54278,1
54279,1
54280,1
54281,1
54282,0
54283,1
54284,1
54285,1
54286,0
54287,1
54288,1
54289,0
54290,0
54291,0
54292,1
54293,1
54294,1
54295,1
54296,1
54297,1
54298,1
54299,1
54300,1
54301,1
54302,1
54303,1
54304,0
54305,1
54306,1
54307,1
54308,1
54309,1
54310,1
54311,1
54312,1
54313,1
54314,1
54315,1
54316,1
54317,1
54318,1
54319,1
54320,0
54321,1
54322,1
54323,1
54324,1
54325,0
54326,1
54327,1
54328,1
54329,1
54330,1
54331,0
54332,1
54333,1
54334,0
54335,1
54336,1
54337,0
54338,0
54339,1
54340,1
54341,1
54342,1
54343,1
54344,1
54345,1
54346,1
54347,1
54348,1
54349,1
54350,1
54351,1
54352,1
54353,1
54354,1
54355,0
54356,1
54357,1
54358,1
54359,1
54360,1
54361,1
54362,1
54363,1
54364,1
54365,1
54366,1
54367,1
54368,1
54369,1
54370,1
54371,1
54372,1
54373,1
54374,0
54375,1
54376,1
54377,1
54378,1
54379,1
54380,1
54381,1
54382,1
54383,1
54384,1
54385,1
54386,1
54387,1
54388,1
54389,1
54390,1
54391,0
54392,1
54393,1
54394,1
54395,0
54396,1
54397,1
54398,1
54399,1
54400,1
54401,1
54402,1
54403,1
54404,1
54405,0
54406,0
54407,1
54408,1
54409,1
54410,1
54411,1
54412,0
54413,1
54414,1
54415,0
54416,1
54417,0
54418,1
54419,0
54420,1
54421,1
54422,1
54423,0
54424,1
54425,1
54426,0
54427,1
54428,1
54429,1
54430,1
54431,1
54432,1
54433,1
54434,1
54435,0
54436,1
54437,1
54438,1
54439,1
54440,1
54441,1
54442,1
54443,1
54444,1
54445,0
54446,0
54447,1
54448,1
54449,1
54450,1
54451,1
54452,1
54453,0
54454,0
54455,0
54456,1
54457,1
54458,1
54459,0
54460,1
54461,1
54462,1
54463,0
54464,1
54465,1
54466,1
54467,1
54468,1
54469,1
54470,1
54471,0
54472,1
54473,1
54474,1
54475,1
54476,1
54477,1
54478,1
54479,1
54480,0
54481,1
54482,1
54483,0
54484,1
54485,1
54486,1
54487,1
54488,0
54489,1
54490,1
54491,1
54492,1
54493,1
54494,1
54495,0
54496,1
54497,1
54498,1
54499,1
54500,0
54501,1
54502,1
54503,1
54504,1
54505,1
54506,1
54507,1
54508,1
54509,1
54510,1
54511,1
54512,1
54513,1
54514,1
54515,1
54516,1
54517,1
54518,1
54519,1
54520,1
54521,1
54522,1
54523,0
54524,1
54525,0
54526,1
54527,1
54528,1
54529,1
54530,0
54531,1
54532,1
54533,0
54534,1
54535,1
54536,1
54537,1
54538,1
54539,1
54540,1
54541,1
54542,1
54543,1
54544,1
54545,1
54546,1
54547,1
54548,1
54549,1
54550,1
54551,0
54552,1
54553,0
54554,1
54555,1
54556,0
54557,1
54558,1
54559,1
54560,1
54561,1
54562,1
54563,1
54564,1
54565,1
54566,1
54567,1
54568,1
54569,1
54570,0
54571,1
54572,0
54573,1
54574,1
54575,1
54576,1
54577,1
54578,0
54579,1
54580,1
54581,1
54582,1
54583,1
54584,1
54585,1
54586,1
54587,1
54588,1
54589,1
54590,1
54591,1
54592,1
54593,1
54594,0
54595,0
54596,1
54597,1
54598,1
54599,1
54600,1
54601,1
54602,1
54603,1
54604,1
54605,1
54606,1
54607,1
54608,1
54609,1
54610,1
54611,0
54612,1
54613,1
54614,0
54615,1
54616,1
54617,1
54618,1
54619,1
54620,1
54621,1
54622,1
54623,1
54624,1
54625,1
54626,1
54627,1
54628,1
54629,1
54630,1
54631,1
54632,1
54633,1
54634,1
54635,1
54636,1
54637,1
54638,1
54639,1
54640,1
54641,0
54642,1
54643,1
54644,1
54645,1
54646,0
54647,1
54648,1
54649,1
54650,1
54651,1
54652,1
54653,1
54654,1
54655,1
54656,0
54657,0
54658,1
54659,0
54660,0
54661,1
54662,1
54663,1
54664,1
54665,0
54666,0
54667,1
54668,1
54669,1
54670,1
54671,1
54672,1
54673,1
54674,1
54675,1
54676,1
54677,1
54678,1
54679,1
54680,1
54681,1
54682,0
54683,1
54684,1
54685,0
54686,0
54687,1
54688,1
54689,1
54690,1
54691,1
54692,1
54693,1
54694,0
54695,1
54696,1
54697,1
54698,1
54699,1
54700,1
54701,0
54702,1
54703,1
54704,1
54705,1
54706,1
54707,1
54708,1
54709,1
54710,1
54711,1
54712,1
54713,1
54714,1
54715,1
54716,1
54717,1
54718,1
54719,1
54720,1
54721,1
54722,1
54723,1
54724,1
54725,1
54726,1
54727,1
54728,1
54729,1
54730,1
54731,1
54732,1
54733,1
54734,1
54735,1
54736,1
54737,1
54738,0
54739,1
54740,1
54741,1
54742,1
54743,1
54744,1
54745,1
54746,1
54747,1
54748,0
54749,0
54750,1
54751,1
54752,1
54753,1
54754,0
54755,1
54756,1
54757,1
54758,1
54759,1
54760,0
54761,1
54762,1
54763,1
54764,1
54765,1
54766,1
54767,1
54768,1
54769,0
54770,1
54771,1
54772,1
54773,1
54774,1
54775,1
54776,1
54777,1
54778,1
54779,1
54780,1
54781,1
54782,1
54783,0
54784,1
54785,1
54786,1
54787,1
54788,1
54789,1
54790,1
54791,1
54792,1
54793,1
54794,1
54795,1
54796,1
54797,1
54798,1
54799,1
54800,1
54801,1
54802,1
54803,0
54804,1
54805,1
54806,1
54807,1
54808,0
54809,1
54810,1
54811,1
54812,1
54813,1
54814,1
54815,0
54816,1
54817,1
54818,1
54819,1
54820,0
54821,1
54822,0
54823,1
54824,0
54825,1
54826,1
54827,1
54828,1
54829,0
54830,0
54831,1
54832,1
54833,1
54834,1
54835,0
54836,1
54837,0
54838,1
54839,0
54840,0
54841,1
54842,1
54843,1
54844,1
54845,1
54846,0
54847,0
54848,1
54849,0
54850,1
54851,1
54852,1
54853,1
54854,1
54855,1
54856,1
54857,1
54858,1
54859,1
54860,1
54861,1
54862,1
54863,1
54864,1
54865,1
54866,1
54867,1
54868,1
54869,1
54870,0
54871,1
54872,1
54873,1
54874,0
54875,1
54876,1
54877,1
54878,1
54879,1
54880,1
54881,1
54882,1
54883,1
54884,1
54885,1
54886,1
54887,1
54888,0
54889,0
54890,1
54891,1
54892,0
54893,1
54894,1
54895,0
54896,1
54897,1
54898,1
54899,1
54900,1
54901,1
54902,0
54903,1
54904,1
54905,1
54906,1
54907,1
54908,1
54909,1
54910,1
54911,1
54912,1
54913,1
54914,1
54915,1
54916,0
54917,1
54918,1
54919,1
54920,1
54921,1
54922,1
54923,1
54924,1
54925,1
54926,1
54927,1
54928,1
54929,0
54930,0
54931,1
54932,1
54933,1
54934,1
54935,1
54936,1
54937,1
54938,1
54939,1
54940,1
54941,1
54942,1
54943,1
54944,1
54945,1
54946,1
54947,1
54948,1
54949,1
54950,1
54951,1
54952,0
54953,1
54954,1
54955,1
54956,1
54957,1
54958,1
54959,1
54960,1
54961,1
54962,1
54963,1
54964,1
54965,1
54966,0
54967,1
54968,1
54969,1
54970,1
54971,1
54972,1
54973,1
54974,1
54975,1
54976,1
54977,1
54978,1
54979,0
54980,1
54981,1
54982,1
54983,1
54984,1
54985,1
54986,0
54987,1
54988,0
54989,1
54990,1
54991,1
54992,0
54993,1
54994,1
54995,1
54996,1
54997,1
54998,1
54999,0
55000,1
55001,1
55002,1
55003,1
55004,1
55005,1
55006,0
55007,1
55008,1
55009,1
55010,1
55011,1
55012,1
55013,1
55014,1
55015,1
55016,1
55017,1
55018,1
55019,1
55020,1
55021,1
55022,1
55023,0
55024,0
55025,1
55026,1
55027,1
55028,1
55029,1
55030,0
55031,1
55032,1
55033,1
55034,1
55035,1
55036,1
55037,1
55038,1
55039,0
55040,1
55041,0
55042,1
55043,1
55044,1
55045,1
55046,0
55047,1
55048,1
55049,1
55050,1
55051,1
55052,1
55053,1
55054,1
55055,0
55056,1
55057,1
55058,0
55059,1
55060,1
55061,0
55062,0
55063,1
55064,1
55065,1
55066,1
55067,1
55068,1
55069,1
55070,0
55071,1
55072,0
55073,1
55074,0
55075,0
55076,1
55077,1
55078,0
55079,1
55080,1
55081,1
55082,0
55083,1
55084,1
55085,1
55086,1
55087,1
55088,1
55089,1
55090,1
55091,1
55092,1
55093,0
55094,0
55095,0
55096,1
55097,1
55098,0
55099,1
55100,1
55101,1
55102,1
55103,1
55104,1
55105,1
55106,0
55107,1
55108,1
55109,1
55110,1
55111,1
55112,1
55113,1
55114,1
55115,1
55116,1
55117,1
55118,1
55119,1
55120,1
55121,1
55122,1
55123,1
55124,1
55125,0
55126,0
55127,0
55128,1
55129,1
55130,1
55131,1
55132,1
55133,1
55134,1
55135,1
55136,1
55137,1
55138,1
55139,1
55140,1
55141,0
55142,1
55143,1
55144,1
55145,1
55146,0
55147,1
55148,1
55149,1
55150,1
55151,0
55152,0
55153,1
55154,1
55155,0
55156,1
55157,1
55158,1
55159,1
55160,1
55161,1
55162,1
55163,1
55164,0
55165,1
55166,1
55167,1
55168,1
55169,1
55170,1
55171,1
55172,1
55173,1
55174,1
55175,1
55176,1
55177,1
55178,1
55179,1
55180,1
55181,1
55182,1
55183,1
55184,1
55185,1
55186,0
55187,1
55188,0
55189,1
55190,1
55191,1
55192,1
55193,1
55194,1
55195,1
55196,1
55197,1
55198,1
55199,0
55200,1
55201,1
55202,1
55203,0
55204,1
55205,1
55206,1
55207,0
55208,1
55209,1
55210,1
55211,1
55212,1
55213,0
55214,1
55215,1
55216,1
55217,1
55218,1
55219,1
55220,1
55221,0
55222,1
55223,1
55224,1
55225,1
55226,1
55227,1
55228,1
55229,1
55230,1
55231,1
55232,0
55233,1
55234,1
55235,0
55236,1
55237,1
55238,1
55239,1
55240,1
55241,1
55242,1
55243,1
55244,1
55245,1
55246,1
55247,1
55248,0
55249,1
55250,1
55251,1
55252,1
55253,1
55254,1
55255,1
55256,1
55257,1
55258,0
55259,0
55260,0
55261,1
55262,1
55263,1
55264,1
55265,1
55266,1
55267,1
55268,0
55269,0
55270,1
55271,1
55272,1
55273,1
55274,1
55275,1
55276,1
55277,1
55278,0
55279,1
55280,1
55281,0
55282,1
55283,1
55284,1
55285,0
55286,1
55287,1
55288,1
55289,1
55290,1
55291,0
55292,1
55293,1
55294,0
55295,1
55296,1
55297,1
55298,1
55299,1
55300,0
55301,1
55302,1
55303,1
55304,1
55305,1
55306,1
55307,1
55308,0
55309,1
55310,1
55311,1
55312,1
55313,1
55314,1
55315,1
55316,1
55317,1
55318,1
55319,1
55320,1
55321,1
55322,1
55323,1
55324,0
55325,1
55326,1
55327,1
55328,1
55329,1
55330,0
55331,1
55332,1
55333,1
55334,1
55335,1
55336,1
55337,0
55338,1
55339,1
55340,1
55341,0
55342,1
55343,1
55344,1
55345,1
55346,1
55347,1
55348,1
55349,1
55350,0
55351,1
55352,1
55353,1
55354,0
55355,1
55356,1
55357,1
55358,1
55359,1
55360,1
55361,0
55362,1
55363,1
55364,1
55365,1
55366,1
55367,1
55368,1
55369,0
55370,1
55371,1
55372,1
55373,1
55374,1
55375,1
55376,0
55377,1
55378,1
55379,1
55380,1
55381,0
55382,1
55383,1
55384,1
55385,1
55386,1
55387,1
55388,0
55389,1
55390,1
55391,1
55392,1
55393,1
55394,1
55395,1
55396,1
55397,1
55398,0
55399,1
55400,1
55401,0
55402,1
55403,1
55404,0
55405,1
55406,1
55407,1
55408,1
55409,1
55410,1
55411,0
55412,1
55413,1
55414,1
55415,1
55416,1
55417,1
55418,1
55419,1
55420,0
55421,1
55422,0
55423,1
55424,1
55425,1
55426,0
55427,1
55428,1
55429,1
55430,1
55431,0
55432,1
55433,1
55434,1
55435,1
55436,0
55437,0
55438,1
55439,1
55440,0
55441,0
55442,1
55443,1
55444,1
55445,1
55446,1
55447,1
55448,1
55449,1
55450,1
55451,1
55452,1
55453,1
55454,1
55455,0
55456,1
55457,1
55458,1
55459,1
55460,1
55461,1
55462,1
55463,1
55464,1
55465,1
55466,1
55467,0
55468,0
55469,1
55470,1
55471,0
55472,1
55473,1
55474,1
55475,1
55476,1
55477,0
55478,1
55479,1
55480,1
55481,1
55482,0
55483,0
55484,1
55485,1
55486,1
55487,1
55488,1
55489,0
55490,1
55491,0
55492,1
55493,0
55494,1
55495,0
55496,1
55497,1
55498,1
55499,1
55500,0
55501,0
55502,1
55503,1
55504,1
55505,1
55506,1
55507,1
55508,1
55509,1
55510,1
55511,1
55512,1
55513,1
55514,1
55515,1
55516,1
55517,1
55518,1
55519,0
55520,1
55521,1
55522,0
55523,1
55524,0
55525,1
55526,1
55527,1
55528,1
55529,1
55530,1
55531,1
55532,0
55533,0
55534,0
55535,1
55536,1
55537,1
55538,1
55539,1
55540,1
55541,1
55542,0
55543,1
55544,1
55545,1
55546,1
55547,1
55548,1
55549,1
55550,1
55551,0
55552,1
55553,1
55554,0
55555,1
55556,1
55557,0
55558,1
55559,1
55560,1
55561,1
55562,0
55563,1
55564,1
55565,1
55566,1
55567,1
55568,0
55569,0
55570,1
55571,1
55572,1
55573,1
55574,1
55575,1
55576,1
55577,0
55578,1
55579,1
55580,1
55581,1
55582,1
55583,1
55584,1
55585,1
55586,1
55587,1
55588,1
55589,1
55590,1
55591,1
55592,1
55593,1
55594,1
55595,1
55596,0
55597,1
55598,1
55599,1
55600,1
55601,1
55602,0
55603,0
55604,1
55605,1
55606,1
55607,1
55608,1
55609,0
55610,1
55611,1
55612,1
55613,1
55614,1
55615,1
55616,1
55617,1
55618,1
55619,1
55620,0
55621,1
55622,1
55623,1
55624,1
55625,1
55626,1
55627,1
55628,1
55629,1
55630,0
55631,1
55632,1
55633,1
55634,0
55635,1
55636,1
55637,1
55638,1
55639,1
55640,1
55641,1
55642,1
55643,1
55644,1
55645,1
55646,1
55647,1
55648,1
55649,0
55650,1
55651,1
55652,1
55653,1
55654,1
55655,1
55656,1
55657,1
55658,0
55659,1
55660,1
55661,1
55662,1
55663,1
55664,0
55665,1
55666,1
55667,1
55668,1
55669,1
55670,1
55671,1
55672,1
55673,1
55674,1
55675,1
55676,1
55677,1
55678,1
55679,1
55680,1
55681,1
55682,1
55683,1
55684,1
55685,0
55686,1
55687,1
55688,0
55689,1
55690,1
55691,0
55692,1
55693,0
55694,1
55695,1
55696,1
55697,1
55698,1
55699,0
55700,1
55701,1
55702,0
55703,1
55704,1
55705,0
55706,1
55707,1
55708,1
55709,1
55710,1
55711,1
55712,1
55713,1
55714,1
55715,1
55716,1
55717,1
55718,1
55719,1
55720,1
55721,1
55722,1
55723,1
55724,1
55725,0
55726,1
55727,1
55728,1
55729,1
55730,1
55731,1
55732,0
55733,1
55734,1
55735,1
55736,1
55737,1
55738,1
55739,1
55740,1
55741,0
55742,1
55743,1
55744,1
55745,1
55746,1
55747,1
55748,1
55749,1
55750,1
55751,1
55752,1
55753,1
55754,1
55755,1
55756,1
55757,1
55758,1
55759,1
55760,1
55761,1
55762,1
55763,0
55764,1
55765,1
55766,0
55767,1
55768,1
55769,1
55770,1
55771,1
55772,0
55773,0
55774,0
55775,0
55776,1
55777,0
55778,1
55779,1
55780,1
55781,1
55782,1
55783,1
55784,1
55785,1
55786,1
55787,1
55788,1
55789,1
55790,1
55791,1
55792,1
55793,0
55794,1
55795,1
55796,1
55797,1
55798,1
55799,1
55800,1
55801,1
55802,1
55803,1
55804,1
55805,1
55806,1
55807,1
55808,1
55809,1
55810,1
55811,0
55812,1
55813,1
55814,1
55815,1
55816,1
55817,1
55818,1
55819,1
55820,0
55821,1
55822,1
55823,0
55824,1
55825,1
55826,1
55827,1
55828,1
55829,1
55830,1
55831,0
55832,1
55833,1
55834,1
55835,1
55836,1
55837,1
55838,1
55839,1
55840,1
55841,0
55842,1
55843,1
55844,1
55845,1
55846,1
55847,1
55848,1
55849,1
55850,1
55851,1
55852,1
55853,0
55854,1
55855,1
55856,0
55857,1
55858,1
55859,1
55860,0
55861,1
55862,1
55863,1
55864,1
55865,1
55866,0
55867,1
55868,1
55869,1
55870,0
55871,1
55872,1
55873,0
55874,1
55875,1
55876,1
55877,1
55878,1
55879,0
55880,1
55881,1
55882,1
55883,1
55884,0
55885,1
55886,1
55887,1
55888,1
55889,1
55890,1
55891,0
55892,1
55893,0
55894,1
55895,1
55896,0
55897,1
55898,1
55899,1
55900,1
55901,1
55902,1
55903,0
55904,1
55905,1
55906,1
55907,1
55908,1
55909,1
55910,1
55911,1
55912,1
55913,1
55914,1
55915,1
55916,1
55917,1
55918,1
55919,1
55920,0
55921,1
55922,1
55923,1
55924,1
55925,1
55926,1
55927,1
55928,1
55929,1
55930,1
55931,1
55932,1
55933,1
55934,1
55935,1
55936,1
55937,0
55938,1
55939,0
55940,0
55941,1
55942,1
55943,1
55944,0
55945,1
55946,1
55947,1
55948,0
55949,1
55950,1
55951,0
55952,1
55953,1
55954,1
55955,1
55956,0
55957,1
55958,1
55959,1
55960,1
55961,1
55962,1
55963,1
55964,0
55965,1
55966,0
55967,1
55968,1
55969,0
55970,1
55971,1
55972,1
55973,1
55974,1
55975,1
55976,0
55977,1
55978,1
55979,1
55980,1
55981,1
55982,1
55983,1
55984,1
55985,1
55986,1
55987,1
55988,1
55989,1
55990,1
55991,0
55992,1
55993,1
55994,1
55995,1
55996,1
55997,1
55998,1
55999,1
56000,1
56001,1
56002,1
56003,1
56004,1
56005,0
56006,1
56007,1
56008,1
56009,0
56010,1
56011,1
56012,1
56013,1
56014,1
56015,1
56016,1
56017,1
56018,1
56019,1
56020,1
56021,1
56022,1
56023,0
56024,1
56025,1
56026,1
56027,1
56028,1
56029,1
56030,1
56031,1
56032,0
56033,1
56034,1
56035,1
56036,1
56037,1
56038,1
56039,1
56040,1
56041,0
56042,1
56043,1
56044,0
56045,1
56046,1
56047,1
56048,0
56049,1
56050,1
56051,1
56052,1
56053,1
56054,1
56055,0
56056,1
56057,1
56058,1
56059,1
56060,0
56061,1
56062,0
56063,1
56064,1
56065,1
56066,1
56067,0
56068,1
56069,1
56070,1
56071,1
56072,1
56073,0
56074,1
56075,1
56076,1
56077,1
56078,1
56079,1
56080,1
56081,1
56082,0
56083,1
56084,1
56085,0
56086,1
56087,1
56088,1
56089,1
56090,1
56091,1
56092,0
56093,0
56094,1
56095,1
56096,1
56097,0
56098,0
56099,1
56100,1
56101,1
56102,0
56103,1
56104,1
56105,1
56106,0
56107,0
56108,1
56109,1
56110,1
56111,1
56112,1
56113,1
56114,1
56115,1
56116,1
56117,1
56118,1
56119,1
56120,1
56121,0
56122,1
56123,1
56124,1
56125,1
56126,0
56127,1
56128,1
56129,1
56130,0
56131,1
56132,1
56133,1
56134,1
56135,1
56136,1
56137,1
56138,1
56139,0
56140,1
56141,1
56142,0
56143,1
56144,0
56145,1
56146,1
56147,1
56148,1
56149,1
56150,0
56151,1
56152,1
56153,1
56154,1
56155,1
56156,0
56157,0
56158,1
56159,0
56160,0
56161,1
56162,1
56163,1
56164,1
56165,0
56166,1
56167,1
56168,1
56169,1
56170,1
56171,1
56172,1
56173,1
56174,0
56175,0
56176,1
56177,0
56178,1
56179,0
56180,0
56181,0
56182,1
56183,1
56184,1
56185,1
56186,1
56187,0
56188,1
56189,1
56190,1
56191,1
56192,1
56193,1
56194,1
56195,1
56196,0
56197,1
56198,1
56199,0
56200,0
56201,0
56202,1
56203,1
56204,1
56205,1
56206,1
56207,1
56208,1
56209,1
56210,1
56211,1
56212,1
56213,1
56214,1
56215,0
56216,1
56217,0
56218,1
56219,1
56220,1
56221,1
56222,1
56223,1
56224,0
56225,1
56226,1
56227,1
56228,1
56229,1
56230,1
56231,0
56232,1
56233,1
56234,0
56235,1
56236,1
56237,1
56238,1
56239,1
56240,1
56241,1
56242,1
56243,1
56244,0
56245,1
56246,1
56247,1
56248,1
56249,0
56250,1
56251,1
56252,1
56253,1
56254,1
56255,1
56256,0
56257,1
56258,1
56259,1
56260,1
56261,0
56262,0
56263,1
56264,1
56265,1
56266,0
56267,0
56268,1
56269,1
56270,1
56271,0
56272,1
56273,1
56274,1
56275,1
56276,1
56277,1
56278,1
56279,1
56280,1
56281,0
56282,1
56283,1
56284,1
56285,1
56286,1
56287,1
56288,1
56289,0
56290,1
56291,1
56292,1
56293,1
56294,1
56295,1
56296,1
56297,1
56298,1
56299,1
56300,1
56301,1
56302,1
56303,0
56304,1
56305,1
56306,1
56307,1
56308,1
56309,1
56310,0
56311,1
56312,1
56313,1
56314,1
56315,1
56316,1
56317,1
56318,1
56319,1
56320,1
56321,1
56322,1
56323,1
56324,1
56325,1
56326,1
56327,1
56328,0
56329,1
56330,1
56331,0
56332,1
56333,1
56334,1
56335,1
56336,0
56337,1
56338,1
56339,1
56340,1
56341,1
56342,1
56343,1
56344,0
56345,1
56346,0
56347,1
56348,1
56349,0
56350,1
56351,1
56352,1
56353,1
56354,1
56355,0
56356,0
56357,1
56358,1
56359,1
56360,1
56361,1
56362,1
56363,1
56364,1
56365,0
56366,1
56367,1
56368,1
56369,1
56370,1
56371,1
56372,1
56373,1
56374,1
56375,1
56376,1
56377,1
56378,1
56379,1
56380,1
56381,1
56382,1
56383,1
56384,1
56385,1
56386,1
56387,1
56388,1
56389,1
56390,1
56391,1
56392,0
56393,1
56394,1
56395,1
56396,1
56397,1
56398,1
56399,1
56400,0
56401,1
56402,1
56403,1
56404,0
56405,1
56406,1
56407,1
56408,1
56409,1
56410,1
56411,1
56412,1
56413,1
56414,1
56415,1
56416,1
56417,1
56418,1
56419,1
56420,1
56421,1
56422,1
56423,1
56424,1
56425,1
56426,1
56427,1
56428,0
56429,1
56430,1
56431,1
56432,1
56433,1
56434,1
56435,1
56436,1
56437,1
56438,1
56439,1
56440,0
56441,1
56442,1
56443,1
56444,1
56445,1
56446,1
56447,1
56448,0
56449,1
56450,1
56451,1
56452,1
56453,1
56454,1
56455,1
56456,0
56457,1
56458,1
56459,0
56460,1
56461,1
56462,0
56463,1
56464,1
56465,1
56466,1
56467,1
56468,1
56469,1
56470,1
56471,1
56472,0
56473,1
56474,1
56475,1
56476,0
56477,0
